EMP_NO,EMP_NAME,BAND,NB_FROM,AGEING_BUCKET,ONSITE_OFFSHORE,Location,EXPERIENCE,ROLE_NAME,COUNTRY,Skills_from_iAspire,CERTIFIED_SKILLS,TRAINED_SKILLS,RECENT_SKILL,LANGUAGE_SKILL,ROLE_CLUSTER_NAME
1304,Employee1304,GROUP C2,16-10-2025,61-90 DAYS,ONSITE,LONDON,22Years 7Months,Domain Consultant L4,UNITED KINGDOM,"Agile Methodologies(L5), Business Analysis(mortgage Solution)(L4), Business Analysis(solutions)(L4), Business Innovation(L5), Business Process Management(L5), Business Transformation Consulting(L5), Certified Scrum Product Owner(L5), Client Communication(L5), Consulting(L5), Continuous Improvement(L4), Efficiency(L4), Generative AI(L3), Integration(L4), Kaizen(L4), Lean, Lean Methodology(L4), Managing Change(L5), Negotiation(L5), Payments(L4), PMO(L5), Problem Solving(L5), Process Improvement(L4), Product Management Consulting(L5), Program Management(L5), Project Delivery(L5), Project Management(L5), Retail Banking(L4), Stakeholder Management(L5), Value Stream Mapping(L4)","CERTIFIED SCRUM PRODUCT OWNER(L2),EFFECTIVE COMMUNICATION(L2),GENERATIVE AI(L1),MANAGING CHANGE(L2),MS AZURE AI ML(L2),NEGOTIATION(L2),NURTURING PEOPLE(L2),PROJECT MANAGEMENT(L2),RESOURCING AND OPERATIONS MANAGEMENT(L1)","Effective Communication(L2),Generative AI(L0),Generative AI(L1),MANAGING CHANGE(L1),MS Azure AI ML(L2),Managing Change(L2),NA(NA),Negotiation(L2),Nurturing People(L2),PROJECT MANAGEMENT(L1),Project Management(L2),Resourcing and Operations Management(L1),WEGA for AI(L0),WEGA for AI(L0)",,,TECHNO FUNCTIONAL CONSULTANT RETAIL BANKING - L2
1305,Employee1305,GROUP B1,15-03-2026,31-60 DAYS,OFFSHORE,CHENNAI,4Years 0Months,Cyber Security Analyst L2,INDIA,"API Security(L1), Azure Active Directory(L1), CrowdStrike EDR(L1), Effective Communication(L1), Generative AI(L1), Lean(L1), Malware Analysis, Microsoft Azure, Open Source Integration(L2), Penetration Testing - PT(L2), QRadar(L1), Qualysguard(L2), Security Log Monitoring(L1), Sentinel, Vulnerability Assessment Penetrationtest(L1), Windows Defender(L1)","ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L1),GITHUB COPILOT(L2),PENETRATION TESTING - PT(L1),PENETRATION TESTING - PT(L2)","API SECURITY(L1),Effective Communication(L1),Generative AI(L0),Generative AI(L1),Github Copilot(L1),Github Copilot(L2),Lean(L1),OPEN SOURCE INTEGRATION(L2),PENETRATION TESTING - PT(L1),Penetration Testing - PT(L1),Penetration Testing - PT(L2),Penetration Testing - PT(L2),QualysGuard(L2),SECURITY INFORMATION EVENT MANAGEMENT(L2),Security Information Event Management(L1),WEGA for AI(L0)",,"English,Tamil",CYBER SECURITY ANALYST SECURITY INFORMATION EVENT MANAGEMENT - SPLUNK - L2
1306,Employee1306,GROUP C2,24-11-2025,91-120 DAYS,ONSITE,LONDON,34Years 1Months,Managing Consultant - Tech & Impl L1,UNITED KINGDOM,"Advance Steel, Agile Methodologies(L2), Alignment, Analysis, Application Integration Architecture, Billing(L2), Blueprinting(L4), BTP, Build System(L4), Building Design, Business Analysis(L3), Business Blueprint(L4), Business Dynamics Consulting(L3), Business Planning(L4), Business Process Improvement(L4), Business Process Mapping(L4), Business Process(L4), Business Requirements(L4), Business Transformation(L3), Calendar Maintenance, Cids, Client Facing(L4), Cloud Solutions, Collaboration(L3), Computer Networking(L2), Consulting(L4), Cross-Functional Collaborations(L4), Data Backup, Data Creation, Data Flow, Data Management, Data Migration, Data Storage, Defect Management, Demand Management(L4), Demand Planning(L4), Deployments(L4), Design Consultation(L4), Design Documentation(L4), Design Thinking(L2), Design Workshops, Design(L4), Detail Design(L4), Disaster Recovery, Documentation, E-commerce, Edi, End to End Implementation(L4), End User Support(L4), Energy Solutions, Enterprise Resource Planning (ERP)(L4), E-Procurement(L2), Financial Projection, Functional Design(L4), Gap Analysis(L3), Generative AI(L2), Impact Analysis, Implement Change, Implementation Methodology(L3), Implementation Support, Industrial Energy, Integrated Business Planning, Integration Architect, Integration Testing(L3), Ironing, Lean(L2), Legacy Systems(L2), Life Cycle Management, Logistics Optimization, Logistics(L4), Management Reporting, Management Review, Manufacturing Processes(L4), Manufacturing(L4), Master Data Framework, Monitoring, New Product Introduction, Oil Well, Open Workbench, Operations Research(L3), Order-to-Cash Processes(L3), Parts Locator, Pharmaceutics(L2), Planning(L4), Pricing(L2), Printing, Process Change Management, Process Consulting(L4), Product Lifecycle(L2), Programmable Logic Controllers, Project Delivery(L4), Project Documentation(L4), Project Implementation(L3), Project Management(L3), Project Planning(L3), Public Relations, Reading, Records Tracking, Repetitive Manufacturing(L3), Reporting, Reporting Systems, Requirements Gathering(L3), Resource Planning, Retail Industry, RFP Creation(L3), RTI, SAP APO(L4), SAP Applications(L3), SAP Cloud Integration, SAP ERP, SAP HANA(L4), SAP IBP(L4), SAP Implementation(L5), SAP Integrated Business Planning(L4), SAP Integration, SAP MM(L3), SAP Po, SAP PP, SAP SD, SAP Solution Manager(L2), SAP Supply Chain Management(L4), SAP(L4), SAS, Scheduling, Scm Advisory, Scripting, Service Level Management, SharePoint(L2), Simulations(L3), Solution Architect, Solution Architecture, Solution Architecture Design, Solution Design(L4), Solutioning(L4), Statistical Forecasting(L4), Statistics(L3), Strategic Thinking(L4), Subject Matter Exper, Subject Matter Expert, Supply Chain Management(L4), Supply Chain Optimization(L4), Supply Chain Software, Supply Planning(L4), Sustainable Energy, System Design(L3), Team Development(L3), Team Lead, Team Leadership(L4), Team Management, Teamwork(L4), Technical Design, Technical Proficiency, Technical Solution, Technical Specifications Development(L4), Technical Workshops, Technology Strategy and Advisory, Test Development(L3), Test Scripting, Testing, Timely Delivery(L4), Trade Promotion Management(L2), Training Documentation(L3), Transportation(L2), User Acceptance Testing(L4), User Training(L2), Water Utilities(L3), Workshop Management","AWS GEN AI(L1),DEVOPS-TERRAFORM(L2),GENERATIVE AI(L1),GITHUB COPILOT(L2),MS AZURE AI ML(L2)","AMAZON WEB SERVICES - AWS(L0),AWS Gen AI(L1),DevOps-Terraform(L2),GITHUB(L2),Generative AI(L0),Generative AI(L1),Github Copilot(L2),Lean(L1),MS AZURE AI ML(L1),MS Azure AI ML(L2),WEGA for AI(L0),WEGA for AI(L0)",,,Managing Consultant - Tech & Impl Supply Chain Transformation - L1
1307,Employee1307,GROUP B3,01-02-2026,31-60 DAYS,OFFSHORE,HYDERABAD,20Years 10Months,Technical Lead L1,INDIA,"Agile-Scrum(L4), Analysis(L4), Angular JS(L2), Capability Maturity Model Integration(L3), Cloud-Aws Migration(L4), Cloud-Microsoft Azure, CopperLeaf(L3), CRM Sales Force Auto(L4), Decision Making(L4), Delivery Management(L4), DevOps, DevOps - Continuous Delivery(L2), DevOps - Continuous Integration(L2), Enterprise Platform Engineering Java(L2), Enterprise Software(L4), Financial Services(L4), Icertis(L3), Implementation(L4), Infrastructure Development(L4), Lean(L4), Managing Change(L3), Maximo(L4), Mfc Programming(L4), Migration(L4), Operating Model(L4), Oracle Fusion Middleware(L4), Oracle Sales Cloud(L4), Process Improvement(L3), Process Optimization(L4), Program Management(L4), Project Delivery(L4), Project Estimation(L4), Project Management(L1), Project Planning(L4), Quality Assurance(L4), Service Delivery(L4), Siebel Architecture(L4), Siebel CRM Business Analysis(L3), Siebel CRM(L4), Siebel Integration(L4), Siebel Product Configuration(L4), Siebel Technical-Workflow Manager(L4), Siebel Tools(L4), Siebel Upgrade(L4), Sitecore(L3), Six Sigma(L4), Software Development(L3), Stakeholder Management(L4), Support(L4), Team Connect(L3), Team Management(L5), Testing(L4), Vendor Management(L4), Vulnerabilities(L4), Workday(L3)","AGILE-SCRUM(L1),CAPABILITY MATURITY MODEL INTEGRATION(L1),CRM SALES FORCE AUTO(L3),DELIVERY MANAGEMENT(L1),DEVOPS - CONTINUOUS DELIVERY(L1),DEVOPS - CONTINUOUS INTEGRATION(L1),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3),LEAN(L1),MS AZURE AI ML(L2),QUALITY ASSURANCE(L3),RESOURCING AND OPERATIONS MANAGEMENT(L1),SIEBEL ARCHITECTURE(L2),SIEBEL CRM BUSINESS ANALYSIS(L2),SIEBEL INTEGRATION(L1),SIEBEL TECHNICAL-WORKFLOW MANAGER(L1),SIEBEL UPGRADE(L2),SIX SIGMA(L2)","CRM Sales Force Auto(L3),Delivery Management(L1),DevOps - Continuous Delivery(L1),Devops - Continuous Integration(L1),ENTERPRISE PLATFORM ENGINEERING JAVA(L2),ENTERPRISE PLATFORM PYTHON MICROSERVICES(L2),Generative AI(L1),Github Copilot(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),Lean(L1),MS Azure AI ML(L2),Managing Change(L1),PYTHON SCRIPTING(L2),Project Management - PES(L1),Quality Assurance(L3),Resourcing and Operations Management(L1),Siebel Architecture(L2),Siebel CRM Business Analysis(L2),Siebel Integration(L1),Siebel Technical-Workflow Manager(L1),Siebel Upgrade(L2),Six Sigma(L2)",".NET,ANGULAR JS,CLOUD-AWS MIGRATION,CORE JAVA,ORACLE FUSION MIDDLEWARE,ORACLE SALES CLOUD,PROJECT MANAGEMENT,SAP ABAP,SIE EAI,SIEBEL ARCHITECTURE,SIEBEL CRM,SIEBEL INTEGRATION,SIEBEL PRODUCT CONFIGURATION,SIEBEL TOOLS","English,Hindi,Telugu",TECHNICAL LEAD ENTERPRISE ASSET MANAGEMENT (EAM) - L1
1308,Employee1308,GROUP B2,12-03-2026,16-30 DAYS,OFFSHORE,COIMBATORE,9Years 5Months,Developer L3,INDIA,"Core Java, Java-J2ee(L1), MongoDB(L1), Oracle Apps Testing, Selenium, Spring(L1)",GENERATIVE AI(L1),Generative AI(L1),"CORE JAVA,JAVA-J2EE,MONGODB,ORACLE APPS TESTING,SELENIUM,SPRING",,DEVELOPER DATA VISUALIZATION - L3
1309,Employee1309,GROUP B3,27-04-2026,0-7 DAYS,ONSITE,NORTH RHINE WESTPHAL,24Years 0Months,Technical Lead L1,GERMANY,,,,,,TECHNICAL LEAD L1
1310,Employee1310,GROUP B3,28-04-2025,>180 DAYS,ONSITE,MELBOURNE,7Years 1Months,Cyber Security Analyst L4,AUSTRALIA,Lean(L1),GENERATIVE AI(L1),"Generative AI(L1),Lean(L1)",,English,CYBER SECURITY ANALYST L4
1311,Employee1311,GROUP B1,02-06-2025,>180 DAYS,OFFSHORE,CHENNAI,1Years 8Months,Cyber Security Analyst L1,INDIA,"Cloud Computing(L1), Fundamentals of CrowdStrike FALCON Administrator(L1), Fundamentals of Networking Security and F5 Networks(L1), Java Script(L1), Java(L1), Palo Alto Firewalls(L1), Palo Alto Prisma Access(L1), SQL(L1), Zscaler for Users(L1)","AWS GEN AI(L1),ENGLISH LANGUAGE(L1),GCP AI ML(L2),GENERATIVE AI(L1),GITHUB COPILOT(L2),MS AZURE AI ML(L1),PALO ALTO NETWORKS - FIREWALLS(L1)","AMAZON WEB SERVICES - AWS(L0),AMAZON WEB SERVICES - AWS(L1),AWS Gen AI(L1),Azure Cloud Data Platform Engineering(L1),CLOUD-MICROSOFT AZURE(L1),CLOUD-MICROSOFT AZURE(L1),CNAPP Services(L1),Checkpoint Firewalls and VPN(L1),Checkpoint Firewalls and VPN(L1),Cloudflare Security(L1),Cloudflare Security(L2),CrowdStrike EDR(L1),F5 Load Balancers(L1),GCP AI ML MLOps(L2),GCP Security Services(L1),GCP Security Services(L1),GOOGLE CLOUD ADMIN(L2),Generative AI(L1),Github Copilot(L2),M365 Copilot(L1),MICROSOFT THREAT PROTECTION(L2),MS Azure AI ML(L1),NA(NA),NA(NA),NA(NA),Palo Alto Networks - Firewalls(L1),Palo Alto Networks - Firewalls(L1),Palo Alto Networks - Firewalls(L1),Zscaler Web Security(L1)",,,CYBER SECURITY ANALYST FIREWALL - L1
1312,Employee1312,GROUP C1,01-04-2026,16-30 DAYS,OFFSHORE,PUNE,19Years 1Months,Project Manager L1,INDIA,"Operational Project Manager(L4), Project Management # Daai-Im(L4)","EFFECTIVE COMMUNICATION(L2),GENERATIVE AI(L1),GENERATIVE AI(L2),GITHUB COPILOT(L2),MANAGING CHANGE(L2),NEGOTIATION(L2),NURTURING PEOPLE(L2),PROJECT MANAGEMENT(L2),RESOURCING AND OPERATIONS MANAGEMENT(L1)","DELIVERY MANAGEMENT(L1),Effective Communication(L2),Generative AI(L0),Generative AI(L1),Generative AI(L2),Github Copilot(L2),Managing Change(L2),NA(NA),NA(NA),Negotiation(L2),Nurturing People(L2),PROJECT MANAGEMENT # DAAI-DB(L3),Project Management(L2),Resourcing and Operations Management(L1),WEGA for AI(L0),WEGA for AI(L3)",,English,PROJECT MANAGER L1
1313,Employee1313,GROUP C2,23-04-2026,0-7 DAYS,ONSITE,HOUSTON,19Years 4Months,Managing Consultant - Tech & Impl L1,USA,"Ansible(L3), Cloud-Microsoft Azure DevOps(L2), Cloud-Microsoft Azure(L4), CSS(L3), Effective Communication(L1), ETL(L4), GitHub(L4), Infrastructure Automation(L2), Jenkins(L3), Lean(L1), Matillion ETL(L2), Perl Programming(L3), Rightangle(L4), Silk Test(L2), Snowflake(L2), SQL Server Integration Services(L4), SQL Server(L4), SSAS(L3), SSIS(L3), Tfs2013(L4)","GENERATIVE AI(L1),GITHUB COPILOT(L1),GITHUB COPILOT(L2)","Generative AI(L1),Github Copilot(L1),Github Copilot(L2),Lean(L1),WEGA for AI(L0)",,,Managing Consultant - Tech & Impl CETRM - L1
1314,Employee1314,GROUP B1,28-02-2026,31-60 DAYS,OFFSHORE,PUNE,4Years 0Months,Test Engineer L2,INDIA,"Adobe XD(L2), APM Tools(L5), Application Performance Management, Automation, Cucumber, Dashboard Software, Database Management, DP-900 Microsoft Azure Data Fundamentals(L2), Dynatrace(L3), Figma(L3), Garfana(L5), Genai, Git, HTML(L2), JMeter(L3), Lean(L5), MySQL, New Relic(L5), Observability Testing(L5), Oracle SQL(L3), Performance Data(L2), Performance Monitoring(L3), Python(L5), Selenium(L3), Teamwork(L5), UI/UX Design(L2)","CLOUD-PAAS-AZURE(L1),CLOUD-PAAS-AZURE(L2),DP-900 MICROSOFT AZURE DATA FUNDAMENTALS(L2),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L1),GITHUB COPILOT(L2)","AZURE CLOUD SERVICES(L1),AZURE DATA ENGINEERING(L2),Accessibility Testing(),Accessibility Testing(),Accessibility Testing(),Accessibility Testing(L0),Accessibility Testing(L0),Azure Cloud Data Platform Engineering(L1),Azure Cloud Data Platform Engineering(L2),CLOUD AZURE ADMIN(L1),Cloud-PaaS-Azure(L1),Cloud-PaaS-Azure(L1),Cloud-PaaS-Azure(L1),Cloud-PaaS-Azure(L2),Cloud-PaaS-Azure(L2),Effective Communication(L1),Generative AI(L0),Generative AI(L1),Github Copilot(L1),Github Copilot(L2),Lean(L1),ORACLE SQL(L1),PL-SQL(L1),PROJECT MANAGEMENT # DAAI-DB(L1),PROJECT MANAGEMENT # DAAI-DB(L1),PROJECT MANAGEMENT # DAAI-DB(L1),PROJECT MANAGEMENT # DAAI-DB(L1),PROJECT MANAGEMENT # DAAI-IM(L1),PROJECT MANAGEMENT # DAAI-IM(L1),PROJECT MANAGEMENT # DAAI-IM(L1),PROJECT MANAGEMENT # DAAI-IM(L1),PROJECT MANAGEMENT - DAAI-BDA-BI(L1),PROJECT MANAGEMENT - DAAI-BDA-BI(L1),PROJECT MANAGEMENT - DAAI-BDA-BI(L1),PROJECT MANAGEMENT - DAAI-BDA-BI(L1),Performance Testing(L2),Performance Testing(L2),Performance Testing(L2),Performance Testing(L2),WEGA for AI(L0),WEGA for AI(L0),WEGA for AI(L0),WEGA for AI(L2),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3)",PL-SQL,English,Test Engineer Accessibility Testing L2
1315,Employee1315,GROUP C1,01-04-2026,8-15 DAYS,ONSITE,GEORGETOWN,9Years 10Months,Business Analyst L5,USA,Psychology,"GENERATIVE AI(L1),GITHUB COPILOT(L2)","Generative AI(L1),Github Copilot(L2),WEGA for AI(L3)",,,BUSINESS ANALYST L5
1316,Employee1316,GROUP C1,14-02-2026,31-60 DAYS,ONSITE,SYDNEY,20Years 7Months,Security Architect L1,AUSTRALIA,"Access Control, Access Network, Amazon Web Services (AWS), Analytics, API, API Automation Testing(L1), App-Cloud-Amazon-Aws(L1), Application Management, Architectural Design, Assessment Design, Assurance, Aws Cloud Configuration(L1), AWS Security Management(L1), Balancing, Bank Management, Beyond Trust Certified Implementation Engineer(L2), BeyondTrust(L3), Business Analysis(L1), Business Case, CA PAM(L1), Client Centricity(L1), Cloud Security(L1), Cloud Services, Compliance, Credential Management, Cybersecurity, Database, Delinea, Denial-of-service Attacks, Deployments, Design, Design and Implementation, Design Documentation, Design Review, Digital Transformation, DMZ, ENVI Software, Event Management, Figuring Things Out, Firewalls, ForgeRock, Government, Identity and Access Management(L3), Identity Provisioning, Implementation, Information Security, Infrastructure, Integration Management, Integration Testing, Lean(L1), Linux Admin(L2), Linux Database, Logging, Management, Mapping, Microsoft Azure, Migration, Multi-Factor Authentication, Netskope Web Gateway(L2), Network Firewall, Onboarding, Opera, Password Management, Point Clouds, Privilege Password Management CyberArk(L3), Provisioning, Rapid Test Design(L1), Redhat Linux(L1), Remediation, Risk Assessment, Risk Compliance, Risk Compliance & Governance(L1), Risk Reporting, SailPoint Identity Mgmt and Governance(L3), SailPoint Identity Now(L1), Sarbanes-Oxley (SOX) Compliance, Secrets Management, Secure Programming, Security, Security Access Management, Security Assessment, Security Compliance, Security Controls, Security Documentation, Security Solutions, Service Accounts, Solution Architecture, Solution Architecture Design, Solution Design, SQL Server - DOP(L2), Stock Exchange, Teamwork, Technology (Alight It), Telecommunications, Testing, Thycotic PAM(L1), Tool Management, Training, Transformation, Transportation, Web Application Firewall, Web Server, Windows Infrastructure, Windows Provisioning(L1), Windows Security Administration(L1), Windows Server Admin(L2), Wipro Values(L2), Workflow, Zoning","AWS CLOUDFORMATION(L2),AWS GEN AI(L1),BEYOND TRUST CERTIFIED IMPLEMENTATION ENGINEER(L2),GENERATIVE AI(L1),MS AZURE AI ML(L1),SAILPOINT IDENTITY MGMT AND GOVERNANCE(L3)","AWS CloudFormation(L2),AWS Gen AI(L1),AWS Security Management(L1),BeyondTrust(L1),Generative AI(L1),IDENTITY AND ACCESS MANAGEMENT(L3),Lean(L1),MS Azure AI ML(L1),Privilege Password Management CyberArk(L2),Privilege Password Management CyberArk(L3),SAILPOINT IDENTITYIQ(L3),SailPoint Identity Mgmt and Governance(L1),SailPoint IdentityIQ(L3),Wipro Values(L2)",,"English,German",CYBER SECURITY ARCHITECT ACCESS MANAGEMENT OKTA - L1
1317,Employee1317,GROUP A3(FTE),28-04-2025,>180 DAYS,ONSITE,ABU DHABI,6Years 5Months,Administrator L1,UTD.ARAB EMIR.,"Action Planning, Analytics, Application Support, Arabic Language, Back Pressure, Client Requirements, Computer Software, Critical Thinking, Data Entry, Data Privacy, English, EUC Consulting(L1), F5 Load Balancers, Generative AI(L1), Information Technology, Innovation, IP Multimedia Subsystem, ITIL, Language Skills, Leadership, Load Balancing, Management, Microsoft Access, Microsoft Excel, Microsoft Office, Microsoft Office Suite, Microsoft PowerPoint, Microsoft Word, Network Devices, Network Equipment, Network Management, Network Management Tools, Networking, Palo Alto Firewalls, Porting, Problem Solving, Project Management, Project Planning, Putty, Reporting, Resiliency Framework, Root Cause Analysis, Routers, Schedule Planning, Scheduling, Security, SolarWinds, Team Coordination, Teamwork, Technical Proficiency, Technical Support, Ticket Resolution, Time Management, TIS Service Desk(L2), Tool Management, Training, Troubleshooting, Verbal and Written Communication, Verbal Communication, Wireless Networking, Work Organization","GCP AI ML(L1),GENERATIVE AI(L1),GITHUB COPILOT(L1),GITHUB COPILOT(L2),MS AZURE AI ML(L1)","AI Consulting Responsible AI(L1),EUC Admin(L1),EUC Admin(L2),EUC Consulting(L1),Effective Communication(L1),GCP AI ML MLOps(L1),Generative AI(L0),Generative AI(L1),Github Copilot(L1),Github Copilot(L2),M365 Copilot(L1),MS Azure AI ML(L1),Microsoft Copilot Studio Dynamics 365(L1),Power Platform Copilot(L1),WEGA for AI(L0)",,,ADMINISTRATOR DESKTOP SUPPORT - L1
1318,Employee1318,GROUP C1,27-04-2026,0-7 DAYS,ONSITE,PUTEAUX,15Years 6Months,Service Level Manager L3,FRANCE,"Adaptability(L5), Analysis Services(L4), Analysis(L5), Bilingual(L5), Business Process Improvement(L4), Capacity Management(L3), Coaching(L2), Computer Science(L5), Customer Advocacy(L4), Customer Service(L4), Data Analysis Expressions (DAX)(L3), English(L4), Escalation Management(L4), Executive Presentation Skills(L4), French(L5), Generative AI(L3), Identity and Access Management(L3), Incident Escalation Management(L4), Influencing Skills(L4), ISO 9000(L3), IT Service Delivery(L4), IT Service Management Tools(L5), IT Service Management(L5), ITIL(L4), Language Skills(L5), Leadership(L4), Lean Six Sigma(L3), Lean(L2), Methodology(L4), Microsoft Access(L4), Microsoft Excel(L4), Microsoft Office(L4), Microsoft Power Automate(L4), Microsoft Power BI(L4), Multitasking(L4), Negotiation(L4), Network Service(L4), Operational Metrics(L5), Operational Reporting(L5), Operational Support(L4), Operations(L4), Problem Solving(L5), Process Improvement(L4), Process Management(L5), Reporting(L5), Server Storage(L3), Service Delivery(L4), Service Improvement(L4), Service Operations Management(L4), Service Transition(L4), ServiceManager(L5), Six Sigma(L3), Spanish(L5), Storage Area Networks(L3), Team Management(L4), Technical Training(L4)","GENERATIVE AI(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3)","Generative AI(L0),Generative AI(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),Lean(L1)",,,SERVICE LEVEL MANAGER - ITIL SLM - L3
1319,Employee1319,GROUP B1,01-04-2026,16-30 DAYS,OFFSHORE,HYDERABAD,4Years 3Months,Test Engineer L2,INDIA,"App-Cloud-Amazon-Aws(L3), Cloud-Paas-Aws-Amazon Web Services(L2), Confidence(L5), Core Java(L3), Generative AI(L1), Java-J2ee(L1), JSP - Java Server Pages(L2), Lean(L1), PL-SQL(L3), Salesforce Administration Certification(L5), Salesforce Administration(L4), Salesforce AI Associate(L5), Salesforce App Building(L2), Salesforce Associate Certification(L5), Salesforce Functional Testing(L5), Salesforce Marketing Cloud(L3), Salesforce Platform Development(L3), SFDC Einstein Cloud(L1), Tableau(L1), Testing(L5), Zuora Platform(L1)","AWS CLOUDFORMATION(L2),CLOUD-PAAS-AWS-AMAZON WEB SERVICES(L2),CORE JAVA(L1),DATA MANAGEMENT PLATFORM (DMP)(L1),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),JSP - JAVA SERVER PAGES(L2),SALESFORCE ADMINISTRATION CERTIFICATION(L2),SALESFORCE AI ASSOCIATE(L1),SALESFORCE ASSOCIATE CERTIFICATION(L2),SFDC EINSTEIN CLOUD(L2),TABLEAU(L1),ZUORA PLATFORM(L1)","AI Consulting Responsible AI(L1),AWS CloudFormation(L2),App-Cloud-Amazon-AWS(L3),CORE JAVA(L2),Cloud-PaaS-AWS-Amazon Web Services(L2),Cloud-PaaS-AWS-Amazon Web Services(L2),Core Java(L1),Effective Communication(L1),Generative AI(L0),Generative AI(L1),JAVA-J2EE(L1),JAVA-J2EE(L1),JSP - JAVA SERVER PAGES(L2),JSP - Java Server Pages(L2),Lean(L1),NA(NA),NA(NA),NA(NA),NA(NA),ORACLE SQL(L1),PL-SQL(L1),SFDC Einstein Cloud(L1),Salesforce Administration(L2),Salesforce Data Cloud(L1),Salesforce Data Cloud(L1),Salesforce Data Cloud(L1),Salesforce Einstein Cloud(L2),Salesforce Einstein Cloud(L2),Salesforce Marketing Cloud(L2),Self-confidence(L1),Tableau(L1),Voice and Accent Coaching(L2),WEGA for AI(L0),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3),Zuora Platform(L1),Zuora Platform(L1)",,"English,Telugu",TEST ENGINEER L2
